,leal,D,cmpl,testl,text,je,version,3,B
0,-0.5958795715311269,1.0114369357369892,-1.0606601717798216,-1.060660171779821,-1.5491933384829666,1.0606601717798214,-1.3157894736842106,0.8446530265013404,-0.8847308897713881
1,-0.5958795715311269,1.0114369357369892,-1.0606601717798216,-1.060660171779821,-1.5491933384829666,1.0606601717798214,-1.3157894736842106,0.8446530265013404,-0.8847308897713881
2,-0.5958795715311269,1.0114369357369892,-1.0606601717798216,-1.060660171779821,-1.5491933384829666,1.0606601717798214,-1.3157894736842106,1.2225241173045693,-0.8847308897713881
3,-0.5958795715311269,1.0114369357369892,-1.0606601717798216,-1.060660171779821,-1.5491933384829666,1.0606601717798214,-0.868421052631579,0.8446530265013404,-0.8847308897713881
4,-0.5958795715311269,1.0114369357369892,-1.0606601717798216,-1.060660171779821,-1.5491933384829666,1.0606601717798214,-0.868421052631579,0.8446530265013404,-0.8847308897713881
5,-0.5958795715311269,1.0114369357369892,-1.0606601717798216,-1.060660171779821,0.6454972243679029,1.0606601717798214,-0.868421052631579,1.2225241173045693,-0.8847308897713881
6,-0.5958795715311269,0.8455742871113096,-1.0606601717798216,-1.060660171779821,0.6454972243679029,1.0606601717798214,-0.42105263157894746,0.8446530265013404,-1.4417836722200414
7,-0.5958795715311269,0.8455742871113096,-1.0606601717798216,-1.060660171779821,0.6454972243679029,1.0606601717798214,-0.42105263157894746,1.2225241173045693,-1.4417836722200414
8,-0.5958795715311269,-0.26017670372655555,0.9428090415820628,0.9428090415820635,0.6454972243679029,-0.9428090415820632,0.026315789473684115,-1.0447024275148045,0.6007431967583541
9,-0.5958795715311269,-0.26017670372655555,0.9428090415820628,0.9428090415820635,0.6454972243679029,-0.9428090415820632,0.026315789473684115,-0.6668313367115756,0.6007431967583541
10,-0.5958795715311269,-0.26017670372655555,0.9428090415820628,0.9428090415820635,0.6454972243679029,-0.9428090415820632,0.4736842105263157,-1.4225735183180335,0.6007431967583541
11,-0.5958795715311269,-0.26017670372655555,0.9428090415820628,0.9428090415820635,0.6454972243679029,-0.9428090415820632,0.4736842105263157,-1.0447024275148045,0.6007431967583541
12,2.2983926330486177,-1.1447774963968476,0.9428090415820628,0.9428090415820635,0.6454972243679029,-0.9428090415820632,0.9210526315789472,-0.2889602459083465,1.1577959792070074
13,2.2983926330486177,-1.1447774963968476,0.9428090415820628,0.9428090415820635,0.6454972243679029,-0.9428090415820632,0.9210526315789472,0.08891084489488246,1.1577959792070074
14,0.8512565307587454,-1.4765027936482071,0.9428090415820628,0.9428090415820635,0.6454972243679029,-0.9428090415820632,1.3684210526315788,-1.4225735183180335,1.1577959792070074
15,0.8512565307587454,-1.4765027936482071,0.9428090415820628,0.9428090415820635,0.6454972243679029,-0.9428090415820632,1.3684210526315788,-1.0447024275148045,1.1577959792070074
16,0.8512565307587454,-1.4765027936482071,0.9428090415820628,0.9428090415820635,0.6454972243679029,-0.9428090415820632,1.8157894736842104,-1.0447024275148045,1.1577959792070074
